"country","iso_code","continent","cases","inf_rate","deaths","death_rate","population","pop_density","median_age","pct_over_65","pct_over_70","life_expectancy","gdp_pc","pct_extreme_poverty","pct_diabetes","pct_male_smokers","pct_female_smokers","pct_pop_access_handwash","hospital_beds_per_thousand","response","bci_bci","bci_bcistd","ciri_assn","ciri_dommov","ciri_elecsd","ciri_speech","cspf_sfi","fh_aor","fh_cl","fh_feb","fh_fog","fh_pair","fh_polity2","fh_ppp","fh_pr","fhp_mcei5","fhp_status5","fi_index","gpi_gpi","p_durable","undp_hdi","vdem_polyarchy","voh_gti","wbgi_gee","wbgi_pve","wbgi_rle","wbgi_rqe","wdi_acel","wdi_chexppgdp","wdi_dgovhexp","wdi_dprivhexp","wdi_export","wdi_fdiin","wdi_fdiout","wdi_fertility","wdi_gdpcapgr","wdi_gdppppcur","wdi_gini","wdi_imig","wdi_import","wdi_incsh10h","wdi_inflation","wdi_lifexp","wdi_migration","wdi_ophexp","wdi_pop","wdi_popgr","wdi_popurb","wdi_unempilo","who_halet","who_infmortt","who_let","wdi_smop","epi_h2o"
"Madagascar","MDG","Africa",66640,68.4892086330935,1410,1.44912641315519,28915653,43.951,19.6,2.929,1.686,67.04,1416.44,77.6,3.94,NA,NA,50.54,0.2,11.11,64.519135,2.6030841,0,1,0,1,12,8,4,10,7,8,6.916667,11,3,16,2,6.33,1.94,4,0.528,0.487,1.19,-1.001948,-0.45548356,-0.8828606,-0.74336392,26.9071846008301,4.78956461,1.71139181,34.29450989,23.2627338534635,3.3421250198045,0.716029196645808,4.026,-6.69684424207007,44113766696.3995,42.6,0.132347777361949,30.3504836967003,33.5,4.20179312190553,67.041,-7500,28.10388565,27691019,2.64087322692548,38.534,1.92,57.3,36.5,65.3,57.9,5.9000001
"Malawi","MWI","Africa",87912,90.3514902363823,2678,2.75231243576567,19889742,197.519,18.1,2.979,1.783,64.26,1095.042,71.4,3.94,24.7,4.4,8.704,1.3,40.74,59.814526,2.4366069,1,2,1,1,13,8,3,13,8,7,7.333333,12,3,15,2,5.96,1.909,24,0.483,0.528,1.635,-0.79442954,-0.23718455,-0.26713669,-0.72172058,11.2,9.33423615,2.69569468,17.87826157,NA,0.906068711280525,-0.0588951217586681,4.127,-1.84096621241403,30003895486.5061,44.7,1.2498117945782,NA,38.1,8.62551469650552,64.263,-80263,11.18967342,19129955,2.65493985228086,17.427,5.99,57.1,30.9,65.6,25.6,12
"Malaysia","MYS","Asia",4797437,4930.56217882837,36262,37.2682425488181,33573874,96.254,29.9,6.293,3.407,76.16,26808.164,0.1,16.74,42.4,1,NA,1.9,35.69,34.918739,1.88089,0,1,1,0,3,6,4,8,6,9,6.75,9,4,18,3,7.52,1.552,10,0.81,0.4,2.09,1.0413885,0.12167564,0.65867865,0.77208078,100,3.7562995,1.92251933,48.80599213,61.4721626931771,2.49561752303418,1.22582732639586,1.983,-6.8018345502571,902586083796.51,41.1,8.28934891611083,55.0314009928856,31.3,-1.13870215393056,76.156,249999,35.12428665,32365998,1.29428505685727,77.16,4.55,65.7,7.3,74.7,43.7,57.599998
"Maldives","MDV","Asia",184924,190.055498458376,308,0.316546762589928,521458,1454.433,30.6,4.12,2.875,78.92,15183.616,NA,9.19,55,2.1,95.803,NA,NA,51.735195,3.8924301,1,2,1,1,NA,5,5,3,4,7,NA,8,4,16,3,NA,NA,NA,0.74,0.583,NA,-0.11402114,0.41203856,-0.33304724,-0.49170619,100,9.41152477,6.64666605,28.44881058,69.0233672857999,17.0350228125782,0,1.84,-33.1881715044016,7440904404.93129,31.3,25.8721817536855,77.9681522791169,25.2,-1.3697742556981,78.921,56851,20.62516403,540542,1.78913012096883,40.669,7.18,70,6.5,79.6,NA,47.799999
"Mali","MLI","Africa",31912,32.7975334018499,739,0.75950668036999,21904983,15.196,16.4,2.519,1.486,59.31,2014.306,NA,2.42,23,1.6,52.232,0.1,40.74,61.023735,2.4918671,1,2,2,2,15,6,5,10,2,4,6.25,5,6,10,2,5.83,2.725,5,0.434,0.465,7.049,-1.1544799,-2.1474442,-0.92343885,-0.60801291,48.0212478637695,3.8849268,1.09631753,35.81459808,26.369475252241,2.85747378299268,0.341815834227539,5.785,-4.52832305819102,47356727656.9573,NA,2.06335973795908,33.4140967113447,NA,0.438088940320712,59.306,-200000,33.89597702,20250834,2.97104277387719,43.909,7.5,54.6,60.2,62.8,24.1,8.1999998
"Malta","MLT","Europe",114195,117.363823227133,802,0.824254881808839,526748,1454.037,42.4,19.426,11.324,82.53,36513.323,0.2,8.83,30.2,20.9,NA,4.485,11.11,37.566521,1.866396,2,2,2,1,NA,12,1,14,9,14,NA,14,2,9,1,8.03,NA,NA,0.895,0.772,NA,1.0394646,0.95103681,0.91626024,1.2192509,100,8.96454525,5.6904974,36.50588608,140.580485581041,27.9721713355089,-46.0650373267801,1.1,-10.7585470669588,22398213387.6244,28.7,9.8984880693625,130.966349432405,22.9,0.638544956776653,82.6,4501,34.29564285,525285,4.12416960622934,94.744,4.09,71.5,6.1,81.9,50.3,99.800003
"Marshall Islands","MHL","Oceania",15071,15.4892086330935,17,0.0174717368961973,42050,295.15,NA,NA,NA,73.7,3819.202,NA,30.53,NA,NA,82.502,2.7,NA,47.709373,6.0668802,2,2,2,2,NA,11,1,16,10,13,NA,16,1,9,1,NA,NA,NA,0.704,NA,NA,-1.4061873,0.58951718,0.0045259446,-1.1039515,97.443603515625,17.55299377,7.62247944,14.578578,40.3904256937058,1.74442304372047,NA,4.05,5.84225720539852,246891401.768431,NA,6.19704489272168,85.1608541763599,NA,NA,NA,NA,10.70649433,59194,0.683140343718677,77.794,NA,NA,26.4,NA,NA,32.200001
"Mauritania","MRT","Africa",62772,64.513874614594,993,1.02055498458376,4614974,4.289,20.3,3.138,1.792,64.92,3597.633,6,2.42,NA,NA,15.95,NA,26.85,65.321976,2.5684991,1,2,1,0,16,4,5,9,4,4,3.25,4,5,16,2,6.49,2.263,9,0.546,0.401,0,-0.77220827,-0.75133997,-0.58692729,-0.80732727,45.812068939209,4.58039093,1.64334965,56.48680496,41.1426390791492,-11.62480987055,0.0628718154750626,4.503,-4.11484788307334,24442679308.1009,32.6,3.39667673329787,49.5282586746199,24.9,2.38569488456317,64.925,25002,51.99076462,4649660,2.70222792468346,55.327,10.66,59.8,50.1,68.4,NA,13.6
"Mauritius","MUS","Africa",258301,265.46865364851,1023,1.0513874614594,1298915,622.962,37.4,10.945,5.884,74.99,20292.745,0.5,22.02,40.7,3.2,NA,3.4,5.56,38.940838,1.997407,2,2,2,0,0,11,2,14,10,12,9.583334,15,1,13,1,8.16,1.56,50,0.804,0.625,0,0.86607552,0.88936824,0.92253828,1.1259996,100,5.82624388,2.51386142,56.35128021,29.998486383271,3.36246224430616,0.423000497427868,1.4,-14.8697817948242,25996647695.767,36.8,2.24510921983142,48.7216924563671,29.9,2.58080077182828,74.2358536585366,0,48.53819656,1265740,0.0022911760884401,40.76,7.11,63.9,14.3,74.1,53.7,65.5
"Mexico","MEX","North America",7046220,7241.74717368962,329652,338.799588900308,126705138,66.444,29.3,6.857,4.321,75.05,17336.469,2.5,13.06,21.4,6.9,87.847,1.38,24.07,60.455059,2.4727609,2,2,1,1,5,7,4,13,5,9,7.833333,13,3,14,3,7.2,2.571,21,0.779,0.645,4.316,-0.15506086,-0.85002935,-0.67010796,0.076778121,100,5.37147474,2.68957853,49.9284935,40.09167339263,2.31508927106596,0.491364211873992,2.103,-9.20539998114471,2428201163271.2,45.4,0.939364727416811,37.8904429696447,36.4,3.39683415569999,75.054,-300000,42.0700264,128932753,1.05824003448927,80.731,4.71,65.8,12.2,76,27.7,52.799999
"Micronesia (country)","FSM","Oceania",9037,9.28776978417266,27,0.0277492291880781,113131,150.777,23,4.81,2.392,67.88,3299.464,16,12.02,NA,NA,NA,NA,NA,37.574387,4.1248498,2,2,1,2,NA,11,1,16,10,13,NA,15,1,11,1,NA,NA,NA,0.62,NA,NA,-0.082650051,1.0753887,0.090050891,-0.9548313,82.116943359375,12.59075356,3.31426215,2.35980535,23.6450174312345,6.32982242056283,-0.160333910481121,3.01,0.159040442956695,411200018.906682,40.1,2.63833046142064,61.2547008949161,29.7,1.79400375972253,67.883,-2999,2.35980535,115021,1.05755425586524,22.933,NA,56,24.5,63,NA,35.5
"Moldova","MDA","Europe",579110,595.179856115108,11783,12.1099691675231,3061506,123.655,37.6,10.864,6.955,71.9,5189.972,0.2,5.72,44.6,5.9,86.979,5.8,11.11,62.443024,2.6092651,0,1,1,1,8,8,3,12,5,9,7.666667,12,3,18,2,7.3,1.898,27,0.75,0.623,0.057,-0.45564133,-0.41732556,-0.41087502,0.042539325,100,6.59544849,3.72814417,40.75684738,27.2632404126507,4.19101524526079,-0.032986289297228,1.269,-5.35453908833192,34035717739.3541,25.7,3.51210659793059,49.7273344016708,22,3.76597122245349,71.901,-6935,40.09463882,2617820,-1.72056466408314,42.849,4.71,64.5,12.4,73.3,50.6,50
"Monaco","MCO","Europe",14417,14.8170606372045,63,0.0647482014388489,36686,19347.5,NA,NA,NA,86.75,NA,NA,5.46,NA,NA,NA,13.8,17.59,NA,NA,2,2,0,1,NA,12,1,16,8,15,NA,10,3,7,1,NA,NA,NA,NA,NA,NA,NA,0.87713003,0.93540269,NA,100,1.59738493,1.36923087,14.28296566,NA,NA,NA,NA,6.71375779505736,NA,NA,55.7684662479129,NA,NA,NA,NA,NA,7.62042856,39244,0.708343220788784,100,NA,NA,2.5,NA,NA,NA
"Mongolia","MNG","Asia",980442,1007.64850976362,2129,2.18807810894142,3347782,1.98,28.6,4.031,2.421,69.87,11840.846,0.5,4.82,46.5,5.5,71.18,7,11.11,54.184666,2.2925739,2,2,2,1,7,11,2,14,9,12,9.583334,16,1,12,2,7.38,1.767,26,0.737,0.634,0,-0.34376144,0.79375798,-0.26376098,-0.092336677,99.1252670288086,3.78789377,2.22274852,35.80735779,58.960472202544,17.456541335953,0.197662792659551,2.867,-6.86962630429817,39669256569.4288,32.7,0.595444478012824,54.5658049268875,25.7,3.69316922767457,69.87,-4262,32.36438751,3278292,1.63381332696237,68.657,4.33,60.3,13.4,68.1,55.3,43.099998
"Montenegro","MNE","Europe",276790,284.470709146968,2778,2.85508735868448,627859,46.28,39.1,14.762,9.395,76.88,16409.288,1,10.08,47.9,44,NA,3.861,NA,45.229984,2.0941651,1,2,1,1,2,9,3,10,5,11,7.666667,10,3,12,2,7.64,1.867,12,0.829,0.454,0.42,-0.015012383,-0.0026278573,0.059073795,0.39703777,100,8.4230423,5.05507421,39.98517227,25.7541127242497,7.5451913093006,-0.100067771744143,1.748,-15.1166811464015,12786649297.2466,38.5,13.1900776789324,60.5285311525358,27.8,-0.255655699848551,76.884,-2400,39.6100769,621718,-0.0498494075831493,67.488,15.86,67,2,75.9,NA,65.599998
"Montserrat","MSR","North America",1229,1.26310380267215,8,0.00822199383350463,4417,NA,NA,NA,NA,74.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morocco","MAR","Africa",1264597,1299.68859198356,16275,16.726618705036,37076584,80.08,29.6,6.769,4.209,76.68,7485.013,1,7.14,47.1,0.8,NA,1.1,27.1,45.454811,2.2220809,0,1,0,1,7,5,5,7,3,7,3.1666665,5,5,18,3,6.69,2.053,53,0.686,0.284,0.565,-0.030126551,-0.32668796,-0.088405281,-0.11727218,99.6,5.31261539,2.13520813,59.62752151,35.4507625104632,1.43761096428943,0.437142281900888,2.382,-8.24066433827184,273663479518.071,39.5,0.257467738138459,43.1665112187082,31.9,0.705968661338317,76.68,-257096,46.98527527,36910558,1.19592077719908,63.532,10.15,63.7,18.3,73,29.5,40.799999
"Mozambique","MOZ","Africa",230145,236.53134635149,2221,2.28263103802672,32077072,37.728,17.7,3.158,1.87,60.85,1136.103,62.9,3.3,29.1,5.1,12.227,0.7,28.7,63.046593,2.5717299,1,2,0,1,11,6,4,9,4,8,6.25,7,5,15,2,6.15,2.116,24,0.456,0.372,6.4,-0.72442579,-1.1610795,-1.0221545,-0.69048089,29.6161613464355,8.17430115,1.73058236,15.91285133,41.0113222521723,14.2613584139437,1.09389875549444,4.783,-4.09096961554914,40525016727.4292,54,0.796801385438194,75.5358289531408,45.5,2.78110631182942,60.854,-25000,9.69153214,31255435,2.88683035436546,37.074,3.39,50.4,54.8,58.1,28.8,16.4
"Myanmar","MMR","Asia",616023,633.117163412127,19442,19.9815005138746,53798084,81.721,29.1,5.732,3.12,67.13,5591.597,6.4,4.61,35.2,6.3,79.287,0.9,54.63,65.769127,3.6897399,0,0,0,0,18,5,6,5,4,4,6.1666665,8,5,21,3,5.94,2.36,2,0.583,0.435,5.543,-0.99651808,-1.5131422,-1.1788203,-0.63229591,68.3566513061523,4.79125547,0.71048534,76.44777679,28.9737173986047,2.17371751887261,0,2.138,-10.5948107742852,260816439910.559,30.7,0.13601460292319,27.4672270869175,25.5,8.82506696804562,67.134,-816564,76.44635773,54409794,0.671933327635634,31.141,1.79,60.9,35.8,69.1,91,30.799999
"Namibia","NAM","Africa",169253,173.94964028777,4077,4.19013360739979,2530151,3.078,22,3.552,2.085,63.71,9541.808,13.4,3.94,34.2,9.7,44.6,NA,8.33,45.981503,2.132406,2,2,1,1,5,11,2,14,8,10,7.75,12,2,10,2,6.76,1.889,28,0.646,0.648,0,0.049971052,0.64645278,0.29803586,-0.10896739,55.1951179504395,7.95077181,3.66205049,49.33033752,32.9861597614943,-1.40443627652443,0.465521120516113,3.344,-9.66357867663589,23839426654.5828,59.1,3.81840143482876,41.5207033725598,47.3,2.20938236933476,63.708,-24030,8.42911339,2540916,1.84267165011262,52.033,20.35,56.1,30.7,64.6,35.8,19.6
"Nauru","NRU","Oceania",NA,NA,NA,NA,12512,682.45,NA,NA,NA,59.96,12895.635,NA,24.07,36.9,43,NA,5,NA,55.039089,8.8981256,2,2,2,2,NA,9,3,13,8,12,NA,14,2,16,2,NA,NA,NA,NA,NA,NA,-0.076471493,0.93501079,-0.74669337,0.1107325,100,9.5781002,7.927073,5.0780468,19.9637023593466,0,0.203636284609319,NA,-0.798959494611665,151766860.347617,34.8,31.089806300137,79.2498487598306,27.3,-0.124750499001994,NA,NA,1.2695117,10834,0.648210437104788,100,NA,NA,25.7,NA,104.3,NA
"Nepal","NPL","Asia",998295,1025.99691675231,12009,12.3422404933196,30034989,204.43,25,5.809,3.212,70.78,2442.804,15,7.26,37.8,9.5,47.782,0.3,23.73,54.309654,2.3193009,0,2,1,1,9,7,4,10,5,8,7.166667,10,3,15,2,6.71,2.015,12,0.602,0.573,5.34,-0.94442612,-0.19738413,-0.49097034,-0.6962198,89.9,5.84083414,1.4629916,65.86398315,6.76009609107499,0.542777095591688,0,1.876,-3.86298769960943,116802079431.872,32.8,1.81764555283951,33.8870284907309,26.4,5.05236655289216,70.778,208549,50.79715729,29136808,1.8290862928371,20.576,4.44,61.3,25.6,70.9,63.9,27
"Netherlands","NLD","Europe",8403680,8636.87564234327,22696,23.3257965056526,17501696,508.544,43.2,18.779,11.881,82.28,48472.545,NA,5.29,27.3,24.4,NA,3.32,15.65,15.033551,1.83214,2,2,2,1,0,12,1,16,12,15,10,16,1,4,1,7.96,1.521,73,0.944,0.87,2.689,1.8533555,0.85035473,1.7598248,1.753378,100,9.97458649,6.47513723,35.05813217,78.8837498153189,3.93463489327884,-22.239626830078,1.57,-4.27262043074845,1033018343236.6,28.1,11.6956827411211,68.2606420141384,23,1.2724603778917,82.0121951219512,80000,10.79894257,17441139,0.55347099272609,92.236,4.09,71.4,3.5,81.8,46.9,100
"New Caledonia","NCL","Oceania",74125,76.1819116135663,314,0.322713257965057,287800,15.342,33.4,9.954,6.489,77.55,NA,NA,23.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Zealand","NZL","Oceania",1754905,1803.6022610483,1941,1.99486125385406,5129728,18.206,37.9,15.322,9.72,82.29,36085.843,NA,8.08,17.2,14.8,NA,2.61,14.97,7.6278348,1.876138,2,2,2,2,2,12,1,16,12,16,10,16,1,7,1,8.56,1.243,141,0.931,0.894,4.337,1.5894063,1.4860004,1.8833667,1.8770437,100,9.21034622,6.89220285,25.17161751,26.9868974011425,1.40741238365015,0.512323880385466,1.72,-1.10441205992106,224989397376.638,NA,22.95970035283,27.1048022231712,NA,1.71456170007244,81.7073170731707,74403,12.91324902,5084300,2.08680413331013,86.699,4.55,70.2,3.9,82,29.6,80.400002
"Nicaragua","NIC","North America",14931,15.3453237410072,244,0.250770811921891,6850540,51.667,27.3,5.445,3.519,74.48,5321.444,3.2,11.47,NA,NA,NA,0.9,13.89,58.339962,2.4260609,1,1,0,1,7,2,5,7,3,8,5.25,4,6,17,2,7.04,2.524,2,0.66,0.251,2.355,-0.71401978,-0.64961243,-1.2179953,-0.65963519,88.2126693725586,8.56453705,5.12276936,34.77602386,42.3229545412598,3.98851225146934,0.312958636330079,2.377,-3.14703683837519,36899427406.3326,46.2,0.66198270577991,47.1519074952474,37.2,3.68181341625573,74.485,-106360,32.90708542,6624554,1.2004799883363,59.012,5.82,65.5,14.3,75,NA,42.799999
"Niger","NER","Africa",9931,10.2065775950668,312,0.32065775950668,25252722,16.955,15.1,2.553,1.378,62.42,926,44.5,2.42,15.4,0.1,8.978,0.3,10.79,44.50972,3.729779,0,1,2,1,19,6,4,10,6,6,6.25,8,4,17,2,5.97,2.558,7,0.394,0.521,5.617,-0.61708498,-1.7428457,-0.54735702,-0.74299723,18.7747249603271,7.33380175,2.43483281,55.03197861,11.015651505512,5.55425090223818,0.248050879662611,6.824,-2.25663294553584,30563399689.4192,34.3,0.951072208218253,26.7782653741173,27,-2.48979265070851,62.42,20001,48.78827667,24206636,3.77135127458367,16.626,0.69,55.5,46.7,63.3,17.1,1.4
"Nigeria","NGA","Africa",264014,271.340184994861,3148,3.23535457348407,213401323,209.588,18.1,2.751,1.447,54.69,5338.454,NA,2.42,10.8,0.6,41.949,NA,35.73,66.009399,2.656323,0,1,0,1,18,6,5,9,5,5,6.75,10,4,15,2,6.97,2.78,3,0.539,0.537,8.314,-1.0294749,-1.8593494,-0.81248826,-0.96266627,55.4,3.88990784,0.57829392,77.27011108,8.82952954354933,0.51439293173355,-0.0781573357662551,5.317,-4.2601131442069,1069189036829.47,35.1,0.658124087599013,16.5702594143938,26.7,11.3967949687168,54.687,-300000,76.60112762,206139587,2.54297340536727,51.958,9.01,54.4,74.2,62.6,9.5,4.9000001
"Niue","NIU","Oceania",NA,NA,NA,NA,1937,NA,NA,NA,NA,73.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North America","OWID_NAM","",112706812,115834.339157246,1500709,1542.35251798561,596315269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Korea","PRK","Asia",1,0.00102774922918808,6,0.00616649537512847,25971909,211.701,35.3,9.491,6.139,72.27,NA,NA,4,NA,NA,NA,13.2,NA,72.941032,3.9717071,0,0,0,0,7,0,7,0,0,3,0,0,7,29,3,NA,2.945,70,NA,0.09,0,-1.4637413,-0.39804149,-1.6029999,-2.3398929,49.3727569580078,NA,NA,NA,NA,NA,NA,1.896,NA,NA,NA,0.192635219027453,NA,NA,NA,72.274,-27013,NA,25778815,0.437971578219383,62.381,2.81,65,13.1,72.6,37.5,NA
"North Macedonia","MKD","Europe",341261,350.730729701953,9502,9.76567317574512,2103330,82.6,39.1,13.26,8.16,75.8,13111.214,5,10.08,NA,NA,NA,4.28,NA,40.163067,2.4918721,2,2,1,1,2,8,3,12,7,10,7.666667,11,3,20,3,7.13,1.841,16,0.774,0.633,0.105,0.13825825,0.098349527,-0.064744636,0.50779039,100,6.58288956,3.7734344,42.67662811,58.1363238651833,4.37950949327015,-1.38612356835433,1.489,-4.52842078211866,35264590206.1178,33,6.28977417338761,70.9224266198271,22.9,1.20007348888482,75.797,-4999,42.10961914,2083380,-0.0037438460534841,58.482,18.4,66.1,5.3,74.8,NA,61.099998
"Northern Cyprus","OWID_CYN","Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Mariana Islands","MNP","Oceania",NA,NA,NA,NA,49481,119.878,NA,NA,NA,76.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Norway","NOR","Europe",1460759,1501.29393627955,4004,4.11510791366906,5403021,14.462,39.7,16.821,10.813,82.4,64800.057,0.2,5.31,20.7,19.6,NA,3.6,11.11,13.840649,1.85946,2,2,2,1,2,12,1,16,12,16,10,16,1,3,1,7.72,1.471,73,0.957,0.899,1.297,1.9367343,1.2482866,1.9838645,1.6980571,100,10.0493927,8.57445526,14.67688656,32.3555366752958,4.20606027365574,-1.81362912981147,1.53,-1.34502912677877,339971961371.483,27.6,14.2356111639164,32.9448961103275,22.2,1.28658490707998,82.9073170731707,140000,14.31417942,5379475,0.588757324043059,82.974,4.62,71.4,2,82.6,26,100
"Oceania","OWID_OCE","",12227462,12566.7646454265,19000,19.5272353545735,44491772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oman","OMN","Asia",397993,409.036998972251,4628,4.75642343268243,4520471,14.98,30.7,2.355,1.53,77.86,37960.709,NA,12.61,15.6,0.5,97.4,1.6,12.32,31.348227,1.800294,0,2,0,0,5,3,5,5,2,5,1.75,2,6,19,3,6.69,1.986,61,0.813,0.176,0,0.1418495,0.37377372,0.62043089,0.45907778,100,4.13171434,3.62180948,12.34123611,52.2964827259804,4.48014920890959,0.822502105886968,2.842,-3.72605078369196,141532844819.483,NA,41.085873617455,37.7064408648614,NA,-0.903874872278535,77.861,437000,5.98915243,5106622,2.61143663007279,86.276,4.97,64.7,9.8,73.9,19.2,58.299999
"Pakistan","PAK","Asia",1570636,1614.21993833505,30594,31.4429599177801,231402116,255.573,23.5,4.495,2.78,67.27,5034.708,4,8.35,36.7,2.8,59.607,0.6,40.04,54.839119,2.3121221,1,1,0,0,15,6,5,6,4,6,5.9166665,6,5,16,3,5.95,2.923,10,0.557,0.368,7.541,-0.54599589,-1.8533558,-0.69175971,-0.7166667,73.9143600463867,3.20193386,1.13782847,63.86504364,9.57783056947038,0.802956184124695,0.0128940970457681,3.454,-1.44364624241375,1077210290420.14,31.6,1.92084606074688,16.6326808196089,26.9,9.73999313898131,67.273,-1166895,56.24116135,220892331,1.97831956650447,37.165,4.65,56.9,55.7,65.6,40,17.4
"Palau","PLW","Oceania",5403,5.55292908530319,6,0.00616649537512847,18024,47.237,NA,NA,NA,73.7,13240.405,NA,15.89,22.7,7.7,NA,4.8,NA,59.957218,9.0811901,2,2,2,2,NA,11,1,16,10,13,NA,15,1,8,1,NA,NA,NA,0.826,NA,NA,-0.046599731,0.88879365,-0.1902315,0.060049813,100,10.86687088,6.40163565,38.44766617,47.6148364847985,8.19809886087416,0.427905576929043,2.21,-4.72603890895364,329702134.753923,NA,26.6027899112301,77.4950906749747,NA,1.28046261875257,NA,NA,17.17375755,18092,0.504253970702902,80.988,NA,NA,15.8,NA,47.5,NA
"Palestine","PSE","Asia",702591,722.087358684481,5706,5.86433710174717,5133392,778.202,20.4,3.043,1.726,74.05,4449.898,1,10.59,NA,NA,NA,NA,22.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
